item_key,year,authors,title,type,has_pdf,subfield,source_collection,paper_match,paper_filename,paper_journal,paper_tier,date,tags_count
2UDBZR8X,1990,"North, Douglass C.","Institutions, Institutional Change and Economic Performance",book,False,institutions_econ,integrity_propaganda_audit,none,,,,1990-10-26,0
QU3EJJVA,1983,"Watts, Ross L; Zimmerman, Jerold L","Agency problems, auditing, and the theory of the firm: Some evidence",journalArticle,True,audit,both,none,,,,1983,0
P2HKGRV2,1981,,Auditor size and audit quality,,False,audit,english,none,,,,1981,0
UWP9CL8Y,1981,"Watts, Ross; Zimmerman, Jerold",The Markets for Independence and Independent Auditors,journalArticle,True,audit,both,none,,,,1981,0
U4UYNUFM,1980,,The pricing of audit services: Theory and evidence,,False,audit,english,none,,,,1980,0
6WE5GHYW,1972,"Arrow, Kenneth J.",Gifts and Exchanges,journalArticle,False,institutions_econ,integrity_propaganda_audit,none,,,,1972,0
SG2ZK32F,1957,"Houn, Franklin W.",Radio Broadcasting and Propaganda in Communist China,journalArticle,False,culture_propaganda,integrity_propaganda_audit,none,,,,1957-09-01,0
GDHHLAWD,1937,"Coase, R. H.",The Nature of the Firm,journalArticle,True,institutions_econ,both,none,,,,1937,0
AEGLBPMC,,,A review of China-related accounting research in the past 25 years - ScienceDirect,,False,unknown,english,title_only_prefix,"2022 - Lennox, Wu - Journal of Accounting and Economics - A Review of China-Related Accounting Research in the Past 25 Years.pdf",Journal of Accounting and Economics,top_acct,,0
V8379QYT,,,AI Democratization and Trading Inequality,,True,investors_capmkt,english,none,,,,,0
57J7GMMV,,,Do Engagement Quality Reviewers' Workplace Ties with Engagement Partners Influence Audit Quality?,,True,audit,english,none,,,,,0
GQ8MA4XL,,"Defond, Mark L.; Lennox, Clive S.",Do PCAOB Inspections Improve the Quality of Internal Control Audits?,journalArticle,False,audit,both,none,,,,No date,0
R2QAHC9A,,,"Generative AI in Capital Markets: Information Production, Dissemination, and Processing",,True,unknown,english,none,,,,,0
LZ5T6KXL,,,Generative AI in Financial Reporting,,True,unknown,english,none,,,,,0
8FTVFDBV,,,Journal of Accounting Research,,False,unknown,english,none,,,,,0
HRIQUK2P,,,The Impact of Financial Reporting Mandates on Labor Unions,,True,unknown,english,none,,,,,0
9T8FIFQJ,,No authors listed,"The economics, technology, and neuroscience of human capability formation",webpage,True,unknown,integrity_propaganda_audit,none,,,,No date,0
IKXQ7VFQ,,,The impact of improved auditor independence on audit market concentration in China - ScienceDirect,,False,audit,english,none,,,,,0
